SEXO,IDADE,FX_ID,ESCOLARIDADE,P1A,P1B,P1C,P2_1,P2_2,P2_3,P3_1,P3_2,P3_3,P3_4,P3_5,P3_6,P4,RACA,RELIGIAO,REND1,REND2,REGIAO,COND,PORTE,ID_Ipec,DATA_ENTREVISTA,TIPO_COLETA
FEM,65.0,65 E MAIS,7ª série (ou 8º ano),Não,Não,Não,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",,,Não sabe/ Não respondeu,,,,,,Alguma vontade,Branca,Católica Apostólica Romana,NÃO RESPONDEU,NÃO RESPONDEU,SUDESTE,INTERIOR,DE 100.001 A 500.000,189553752.0,2023-09-02,Face a face
MAS,19.0,18 A 24,3ª série,Sim,Sim,Sim,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,Muita vontade,Parda,Espírita/ Kardecista,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 50.001 A 100.000,189508484.0,2023-09-01,Face a face
FEM,44.0,35 A 44,Superior completo,Sim,Não,Não,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Melhorar a qualidade da saúde,Reduzir as desigualdades sociais,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Parda,Assembléia de Deus,MAIS DE 1 A 2,MAIS DE 2 A 5,NORDESTE,INTERIOR,DE 20.001 A 50.000,189588104.0,2023-09-02,Face a face
MAS,64.0,55 A 64,1ª série (ou 2º ano),Não,Não,Não,Melhorar a qualidade da saúde,Incentivar a geração de empregos,Melhorar a qualidade da educação,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Alguma vontade,Branca,"Afro-Brasileiras (Umbanda, Candomblé, etc)",MAIS DE 1 A 2,MAIS DE 1 A 2,SUL,INTERIOR,DE 100.001 A 500.000,189711115.0,2023-09-04,Face a face
MAS,25.0,25 A 34,3ª série,Não,Não,Não,Reduzir as desigualdades sociais,Ampliar os espaços de participação política da população,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORTE,CAPITAL,DE 100.001 A 500.000,189593314.0,2023-09-03,Face a face
MAS,32.0,25 A 34,Superior completo,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Reduzir as desigualdades sociais,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Combater as mudanças climáticas/desmatamento,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)","Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros","Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,Nenhuma vontade,Branca,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 5 A 10,MAIS DE 5 A 10,SUDESTE,INTERIOR,DE 100.001 A 500.000,189564076.0,2023-09-02,Face a face
MAS,62.0,55 A 64,Analfabeto,Não,Não,Não,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Incentivar a geração de empregos,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,NÃO RESPONDEU,ATÉ 1,NORTE,CAPITAL,DE 100.001 A 500.000,189572137.0,2023-09-02,Face a face
MAS,71.0,65 E MAIS,1ª série,Não,Não,Não,Reduzir as desigualdades sociais,Ampliar o uso de energias renováveis,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",Nenhuma vontade,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,CAPITAL,MAIS DE 500.000,189657228.0,2023-09-04,Face a face
MAS,34.0,25 A 34,3ª série,Sim,Sim,Sim,Reduzir a violência,Incentivar a geração de empregos,Melhorar a qualidade da educação,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,Nenhuma vontade,Branca,Assembléia de Deus,ATÉ 1,MAIS DE 1 A 2,NORDESTE,CAPITAL,MAIS DE 500.000,189571955.0,2023-09-02,Face a face
FEM,65.0,65 E MAIS,4ª série (ou 5º ano),Não,Não,Não,Melhorar a qualidade da saúde,Defender a igualdade entre homens e mulheres,Reduzir a violência,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,ATÉ 1,SUDESTE,INTERIOR,DE 20.001 A 50.000,189654091.0,2023-09-04,Face a face
FEM,54.0,45 A 54,5ª série (ou 6º ano),Não,Não,Não,Melhorar a qualidade da saúde,Incentivar a geração de empregos,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,ATÉ 1,SUL,INTERIOR,DE 10.001 A 20.000,189647063.0,2023-09-04,Face a face
FEM,65.0,65 E MAIS,Superior incompleto,Sim,Sim,Não votou em 2022 (Esp.),Melhorar a qualidade da saúde,Aumentar os impostos de grandes fortunas (ou dos mais ricos),Melhorar a qualidade da educação,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,,Nenhuma vontade,Branca,Não respondeu,NÃO RESPONDEU,NÃO RESPONDEU,SUDESTE,CAPITAL,MAIS DE 500.000,189665413.0,2023-09-04,Face a face
MAS,31.0,25 A 34,Analfabeto,Não,Não,Não,Ampliar os espaços de participação política da população,,,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 50.001 A 100.000,189558219.0,2023-09-02,Face a face
MAS,72.0,65 E MAIS,Analfabeto,Não,Não,Não,Não sabe/ Não respondeu,,,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 100.001 A 500.000,189523954.0,2023-09-01,Face a face
FEM,59.0,55 A 64,Superior incompleto,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Reduzir a violência,Reduzir as desigualdades sociais,Aumentar os impostos de grandes fortunas (ou dos mais ricos),"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",,,,,,Nenhuma vontade,Branca,Espírita/ Kardecista,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 20.001 A 50.000,189505351.0,2023-09-01,Face a face
MAS,33.0,25 A 34,Superior incompleto,Sim,Sim,Sim,Reduzir as desigualdades sociais,Reduzir a violência,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,MAIS DE 5 A 10,MAIS DE 5 A 10,SUDESTE,PERIFERIA,MAIS DE 500.000,189572015.0,2023-09-02,Face a face
MAS,77.0,65 E MAIS,1ª série (ou 2º ano),Não,Não,Não,Reduzir a violência,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",Nenhuma vontade,Parda,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,CENTRO OESTE,CAPITAL,MAIS DE 500.000,189525808.0,2023-09-01,Face a face
FEM,45.0,45 A 54,1ª série (ou 2º ano),Não,Não,Não,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Reduzir as desigualdades sociais,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 10.001 A 20.000,189606133.0,2023-09-03,Face a face
MAS,30.0,25 A 34,3ª série,Não,Não,Não,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,Nenhuma vontade,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUL,INTERIOR,DE 100.001 A 500.000,189562015.0,2023-09-02,Face a face
FEM,71.0,65 E MAIS,3ª série (ou 4º ano),Não,Não,Não,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Reduzir a violência,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,ATÉ 1,SUDESTE,CAPITAL,MAIS DE 500.000,189523212.0,2023-09-01,Face a face
FEM,45.0,45 A 54,2ª série (ou 3º ano),Não,Não,Não,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 5.001 A 10.000,189595613.0,2023-09-03,Face a face
MAS,65.0,65 E MAIS,3ª série,Sim,Sim,Sim,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Incentivar a geração de empregos,Combater as mudanças climáticas/desmatamento,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,CAPITAL,MAIS DE 500.000,189605090.0,2023-09-03,Face a face
FEM,49.0,45 A 54,3ª série (ou 4º ano),Não,Não,Não,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,Reduzir a violência,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Alguma vontade,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,189593768.0,2023-09-03,Face a face
FEM,28.0,25 A 34,3ª série,Sim,Sim,Não,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,Defender a igualdade entre homens e mulheres,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)","Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,Nenhuma vontade,Parda,Assembléia de Deus,ATÉ 1,MAIS DE 1 A 2,NORTE,PERIFERIA,DE 100.001 A 500.000,189531039.0,2023-09-01,Face a face
MAS,16.0,16 E 17,1ª série,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Reduzir as desigualdades sociais,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Incentivar a geração de empregos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,Nenhuma vontade,Parda,Assembléia de Deus,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORDESTE,CAPITAL,MAIS DE 500.000,189519193.0,2023-09-01,Face a face
FEM,47.0,45 A 54,3ª série,Sim,Sim,Sim,Reduzir as desigualdades sociais,Aumentar os impostos de grandes fortunas (ou dos mais ricos),Incentivar a geração de empregos,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,Nenhuma vontade,Branca,"Ateu, não tem religião",MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,189640773.0,2023-09-04,Face a face
FEM,50.0,45 A 54,7ª série (ou 8º ano),Não,Não,Não,Preservar os valores ligados à família,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Defender a igualdade entre homens e mulheres,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Nenhuma vontade,Branca,Outras Evangélicas específicas,NÃO RESPONDEU,NÃO RESPONDEU,SUL,INTERIOR,DE 100.001 A 500.000,189591373.0,2023-09-03,Face a face
FEM,24.0,18 A 24,1ª série (ou 2º ano),Sim,Sim,Sim,Melhorar a qualidade da saúde,Reduzir a violência,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,Nenhuma vontade,Parda,Assembléia de Deus,ATÉ 1,ATÉ 1,NORTE,INTERIOR,DE 100.001 A 500.000,189577955.0,2023-09-02,Face a face
FEM,35.0,35 A 44,3ª série,Sim,Sim,Sim,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 20.001 A 50.000,189527731.0,2023-09-01,Face a face
MAS,39.0,35 A 44,5ª série (ou 6º ano),Sim,Sim,Sim,Incentivar a geração de empregos,Preservar os valores ligados à família,Melhorar a qualidade da educação,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,NÃO RESPONDEU,NÃO RESPONDEU,NORTE,INTERIOR,DE 50.001 A 100.000,189606968.0,2023-09-03,Face a face
MAS,63.0,55 A 64,Superior completo,Sim,Sim,Sim,Melhorar a qualidade da saúde,Reduzir as desigualdades sociais,Preservar os valores ligados à família,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,MAIS DE 10 A 20,MAIS DE 10 A 20,SUDESTE,PERIFERIA,DE 100.001 A 500.000,189525566.0,2023-09-01,Face a face
MAS,27.0,25 A 34,Superior completo,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Incentivar a geração de empregos,Melhorar a qualidade da saúde,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Preta,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 100.001 A 500.000,189659359.0,2023-09-04,Face a face
FEM,35.0,35 A 44,Analfabeto,Não,Não,Não,Não sabe/ Não respondeu,,,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Parda,Não respondeu,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 50.001 A 100.000,189516149.0,2023-09-01,Face a face
MAS,18.0,18 A 24,3ª série,Não,Não,Não,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,Preservar os valores ligados à família,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Alguma vontade,Parda,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 5 A 10,SUL,INTERIOR,DE 100.001 A 500.000,189562019.0,2023-09-02,Face a face
FEM,65.0,65 E MAIS,Superior completo,Não,Não,Não,Reduzir a violência,Aumentar os impostos de grandes fortunas (ou dos mais ricos),Ampliar o uso de energias renováveis,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",,,,Nenhuma vontade,Preta,Outras Evangélicas específicas,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,MAIS DE 500.000,189603457.0,2023-09-03,Face a face
MAS,53.0,45 A 54,"Sabe ler/ escrever, mas não cursou escola",Sim,Não,Sim,Reduzir as desigualdades sociais,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Parda,"Ateu, não tem religião",MAIS DE 2 A 5,MAIS DE 5 A 10,CENTRO OESTE,CAPITAL,MAIS DE 500.000,189603949.0,2023-09-03,Face a face
MAS,21.0,18 A 24,Superior incompleto,Não,Não,Não,Melhorar a qualidade da saúde,Ampliar o uso de energias renováveis,Reduzir a violência,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Nenhuma vontade,Parda,Não respondeu,NÃO RESPONDEU,NÃO RESPONDEU,SUDESTE,PERIFERIA,DE 100.001 A 500.000,189601907.0,2023-09-03,Face a face
FEM,26.0,25 A 34,3ª série,Não,Não,Não,Preservar os valores ligados à família,Reduzir as desigualdades sociais,Defender a igualdade entre homens e mulheres,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Branca,Assembléia de Deus,NÃO TEM RENDIMENTO PESSOAL,NÃO RESPONDEU,SUDESTE,PERIFERIA,MAIS DE 500.000,189525099.0,2023-09-01,Face a face
FEM,24.0,18 A 24,3ª série,Não,Não,Não,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Reduzir a violência,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Preta,Assembléia de Deus,ATÉ 1,ATÉ 1,SUDESTE,PERIFERIA,MAIS DE 500.000,189526967.0,2023-09-01,Face a face
FEM,34.0,25 A 34,6ª série (ou 7º ano),Não,Sim,Não,Reduzir a violência,Aumentar os impostos de grandes fortunas (ou dos mais ricos),Ampliar o uso de energias renováveis,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORTE,INTERIOR,DE 50.001 A 100.000,189590104.0,2023-09-02,Face a face
FEM,30.0,25 A 34,3ª série,Não,Não,Não,Incentivar a geração de empregos,Melhorar a qualidade da saúde,,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,Muita vontade,Parda,Outras Evangélicas específicas,NÃO RESPONDEU,NÃO RESPONDEU,SUDESTE,INTERIOR,DE 100.001 A 500.000,189558640.0,2023-09-02,Face a face
FEM,28.0,25 A 34,Superior completo,Não,Não,Não,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Incentivar a geração de empregos,Defender a igualdade entre homens e mulheres,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,,Nenhuma vontade,Parda,Batista/ Metodista/ Presbiteriana,MAIS DE 1 A 2,MAIS DE 1 A 2,CENTRO OESTE,INTERIOR,DE 20.001 A 50.000,189537514.0,2023-09-01,Face a face
MAS,56.0,55 A 64,2ª série,Sim,Sim,Sim,Reduzir a violência,Reduzir as desigualdades sociais,Combater as mudanças climáticas/desmatamento,Não sabe/ Não respondeu,,,,,,Muita vontade,Branca,Espírita/ Kardecista,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 100.001 A 500.000,189556053.0,2023-09-02,Face a face
FEM,24.0,18 A 24,Superior incompleto,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,,Nenhuma vontade,Parda,É religioso mas não segue nenhuma/ Agnóstico,ATÉ 1,ATÉ 1,NORDESTE,PERIFERIA,DE 10.001 A 20.000,189658573.0,2023-09-04,Face a face
FEM,62.0,55 A 64,1ª série,Não,Não,Não,Reduzir a violência,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Nenhuma vontade,Parda,Outras Evangélicas específicas,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,SUDESTE,INTERIOR,DE 100.001 A 500.000,189550063.0,2023-09-02,Face a face
MAS,47.0,45 A 54,Analfabeto,Não,Não,Não,Melhorar a qualidade da saúde,Incentivar a geração de empregos,Reduzir as desigualdades sociais,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Parda,Evangélica - Não sabe especificar,ATÉ 1,MAIS DE 1 A 2,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,189582410.0,2023-09-02,Face a face
FEM,60.0,55 A 64,4ª série (ou 5º ano),Sim,Sim,Não,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Incentivar a geração de empregos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 20.001 A 50.000,189648857.0,2023-09-04,Face a face
FEM,41.0,35 A 44,3ª série,Não,Não,Não,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Reduzir as desigualdades sociais,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",Nenhuma vontade,Branca,Espírita/ Kardecista,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 50.001 A 100.000,189570525.0,2023-09-02,Face a face
FEM,58.0,55 A 64,2ª série,Não,Não,Não,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Preservar os valores ligados à família,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Parda,Batista/ Metodista/ Presbiteriana,ATÉ 1,ATÉ 1,NORDESTE,CAPITAL,MAIS DE 500.000,189604479.0,2023-09-03,Face a face
MAS,22.0,18 A 24,5ª série (ou 6º ano),Não,Não,Não,Incentivar a geração de empregos,Melhorar a qualidade da educação,Reduzir a violência,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,,Nenhuma vontade,Branca,É religioso mas não segue nenhuma/ Agnóstico,ATÉ 1,ATÉ 1,NORDESTE,PERIFERIA,DE 100.001 A 500.000,189519349.0,2023-09-01,Face a face
MAS,46.0,45 A 54,2ª série,Não,Não,Não,Incentivar a geração de empregos,,,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Branca,É religioso mas não segue nenhuma/ Agnóstico,NÃO RESPONDEU,NÃO RESPONDEU,SUDESTE,INTERIOR,DE 100.001 A 500.000,189559628.0,2023-09-02,Face a face
FEM,48.0,45 A 54,3ª série,Não,Não,Não,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Reduzir a violência,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,ATÉ 1,SUDESTE,CAPITAL,MAIS DE 500.000,189711917.0,2023-09-05,Face a face
FEM,32.0,25 A 34,Superior completo,Não,Não,Não,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 50.001 A 100.000,189599138.0,2023-09-03,Face a face
FEM,72.0,65 E MAIS,2ª série (ou 3º ano),Não,Não,Não,Reduzir as desigualdades sociais,Aumentar os impostos de grandes fortunas (ou dos mais ricos),"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,ATÉ 1,SUDESTE,PERIFERIA,DE 100.001 A 500.000,189514093.0,2023-09-01,Face a face
