index,question,llm_answer,true_answer,correct
102,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros","ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
103,P2_1,melhorar a qualidade da saúde,"combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",False
103,P3_1,não sabe,"ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
104,P2_1,incentivar a geração de empregos,preservar os valores ligados à família,False
104,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros",responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
105,P2_1,reduzir as desigualdades sociais,melhorar a qualidade da educação,False
105,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros","ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
106,P2_1,defender a igualdade entre homens e mulheres,ampliar o uso de energias renováveis,False
106,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros",responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,False
107,P2_1,melhorar a qualidade da educação,reduzir as desigualdades sociais,False
107,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (empresas de tecnologia como facebook, youtube, whatsapp, twitter/x, etc.)","ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
108,P2_1,incentivar a geração de empregos,reduzir as desigualdades sociais,False
108,P3_1,responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",False
109,P2_1,incentivar a geração de empregos,melhorar a qualidade da saúde,False
109,P3_1,não sabe,"responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",False
110,P2_1,melhorar a qualidade da educação,melhorar a qualidade da saúde,False
110,P3_1,não sabe,responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,False
111,P2_1,reduzir as desigualdades sociais,"combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",False
111,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros",responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,False
112,P2_1,melhorar a qualidade da saúde,melhorar a qualidade da saúde,True
112,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros",não sabe/ não respondeu,False
113,P2_1,incentivar a geração de empregos,reduzir a violência,False
113,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,"responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",False
114,P2_1,reduzir as desigualdades sociais,defender a igualdade entre homens e mulheres,False
114,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,"ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
115,P2_1,reduzir as desigualdades sociais,melhorar a qualidade da educação,False
115,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,"ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",False
116,P2_1,incentivar a geração de empregos,incentivar a geração de empregos,True
116,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,"ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
117,P2_1,melhorar a qualidade da educação,melhorar a qualidade da saúde,False
117,P3_1,responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",False
118,P2_1,melhorar a qualidade da educação,reduzir as desigualdades sociais,False
118,P3_1,responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",False
119,P2_1,preservar os valores ligados à família,não sabe/ não respondeu,False
119,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,False
120,P2_1,defender a igualdade entre homens e mulheres,"combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",False
120,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros","ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
121,P2_1,reduzir as desigualdades sociais,"combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",False
121,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros",responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
122,P2_1,incentivar a geração de empregos,"combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",False
122,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,"ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
123,P2_1,aumentar os impostos de grandes fortunas (ou dos mais ricos),melhorar a qualidade da saúde,False
123,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (empresas de tecnologia como facebook, youtube, whatsapp, twitter/x, etc.)",responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
124,P2_1,aumentar os impostos de grandes fortunas (ou dos mais ricos),reduzir as desigualdades sociais,False
124,P3_1,responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
125,P2_1,aumentar os impostos de grandes fortunas (ou dos mais ricos),melhorar a qualidade da saúde,False
125,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros",não sabe/ não respondeu,False
126,P2_1,melhorar a qualidade da saúde,melhorar a qualidade da saúde,True
126,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (empresas de tecnologia como facebook, youtube, whatsapp, twitter/x, etc.)",responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
127,P2_1,reduzir as desigualdades sociais,preservar os valores ligados à família,False
127,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros",responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
128,P2_1,reduzir as desigualdades sociais,melhorar a qualidade da educação,False
128,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros","ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
129,P2_1,reduzir as desigualdades sociais,reduzir as desigualdades sociais,True
129,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (empresas de tecnologia como facebook, youtube, whatsapp, twitter/x, etc.)",responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
130,P2_1,melhorar a qualidade da saúde,incentivar a geração de empregos,False
130,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
131,P2_1,reduzir as desigualdades sociais,preservar os valores ligados à família,False
131,P3_1,nenhuma vontade,"ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
132,P2_1,melhorar a qualidade da saúde,incentivar a geração de empregos,False
132,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros",responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
133,P2_1,reduzir as desigualdades sociais,incentivar a geração de empregos,False
133,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
134,P2_1,aumentar os impostos de grandes fortunas (ou dos mais ricos),melhorar a qualidade da educação,False
134,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros",responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
135,P2_1,reduzir as desigualdades sociais,ampliar os espaços de participação política da população,False
135,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,"ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",False
136,P2_1,melhorar a qualidade da educação,reduzir a violência,False
136,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (empresas de tecnologia como facebook, youtube, whatsapp, twitter/x, etc.)",responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
137,P2_1,incentivar a geração de empregos,melhorar a qualidade da saúde,False
137,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,não sabe/ não respondeu,False
138,P2_1,incentivar a geração de empregos,melhorar a qualidade da saúde,False
138,P3_1,não sabe,"ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
139,P2_1,incentivar a geração de empregos,reduzir a violência,False
139,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros",responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
140,P2_1,reduzir as desigualdades sociais,melhorar a qualidade da educação,False
140,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,False
141,P2_1,aumentar os impostos de grandes fortunas (ou dos mais ricos),melhorar a qualidade da saúde,False
141,P3_1,não sabe,"ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
142,P2_1,melhorar a qualidade da saúde,melhorar a qualidade da educação,False
142,P3_1,responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",False
143,P2_1,reduzir as desigualdades sociais,reduzir as desigualdades sociais,True
143,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,"ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
144,P2_1,incentivar a geração de empregos,"combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",False
144,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
145,P2_1,defender a igualdade entre homens e mulheres,melhorar a qualidade da saúde,False
145,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros","responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",False
146,P2_1,melhorar a qualidade da saúde,reduzir as desigualdades sociais,False
146,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,"ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
147,P2_1,incentivar a geração de empregos,melhorar a qualidade da educação,False
147,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,False
148,P2_1,reduzir as desigualdades sociais,melhorar a qualidade da saúde,False
148,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (empresas de tecnologia como facebook, youtube, whatsapp, twitter/x, etc.)","ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
149,P2_1,incentivar a geração de empregos,incentivar a geração de empregos,True
149,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros","responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",False
150,P2_1,reduzir as desigualdades sociais,incentivar a geração de empregos,False
150,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,"ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
151,P2_1,reduzir as desigualdades sociais,reduzir a violência,False
151,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros","ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
152,P2_1,incentivar a geração de empregos,incentivar a geração de empregos,True
152,P3_1,responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",False
153,P2_1,melhorar a qualidade da educação,reduzir a violência,False
153,P3_1,não sabe,responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
154,P2_1,incentivar a geração de empregos,melhorar a qualidade da saúde,False
154,P3_1,não sabe,responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,False
155,P2_1,reduzir as desigualdades sociais,reduzir a violência,False
155,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (empresas de tecnologia como facebook, youtube, whatsapp, twitter/x, etc.)","ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
156,P2_1,melhorar a qualidade da educação,melhorar a qualidade da saúde,False
156,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
157,P2_1,reduzir as desigualdades sociais,"combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",False
157,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,False
158,P2_1,incentivar a geração de empregos,incentivar a geração de empregos,True
158,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros",responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,False
159,P2_1,reduzir as desigualdades sociais,"combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",False
159,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,"ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
160,P2_1,aumentar os impostos de grandes fortunas (ou dos mais ricos),incentivar a geração de empregos,False
160,P3_1,não sabe,responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
161,P2_1,reduzir as desigualdades sociais,"combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",False
161,P3_1,não sabe,responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
162,P2_1,reduzir a violência,melhorar a qualidade da saúde,False
162,P3_1,não sabe,"ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",False
163,P2_1,aumentar os impostos de grandes fortunas (ou dos mais ricos),melhorar a qualidade da educação,False
163,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,"ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
164,P2_1,"combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",True
164,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
165,P2_1,melhorar a qualidade da saúde,reduzir as desigualdades sociais,False
165,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros","responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",False
166,P2_1,reduzir as desigualdades sociais,melhorar a qualidade da educação,False
166,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros",responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,False
167,P2_1,reduzir as desigualdades sociais,reduzir as desigualdades sociais,True
167,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros",responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
168,P2_1,reduzir as desigualdades sociais,melhorar a qualidade da educação,False
168,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
169,P2_1,incentivar a geração de empregos,melhorar a qualidade da saúde,False
169,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros",responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
170,P2_1,reduzir as desigualdades sociais,"combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",False
170,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,"ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",False
171,P2_1,defender a igualdade entre homens e mulheres,defender a igualdade entre homens e mulheres,True
171,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros","ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
172,P2_1,reduzir as desigualdades sociais,incentivar a geração de empregos,False
172,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,"ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
173,P2_1,incentivar a geração de empregos,reduzir as desigualdades sociais,False
173,P3_1,responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
174,P2_1,melhorar a qualidade da educação,"combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",False
174,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (empresas de tecnologia como facebook, youtube, whatsapp, twitter/x, etc.)",não sabe/ não respondeu,False
175,P2_1,incentivar a geração de empregos,reduzir a violência,False
175,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros","responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",False
176,P2_1,reduzir as desigualdades sociais,incentivar a geração de empregos,False
176,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros","ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
177,P2_1,incentivar a geração de empregos,não sabe/ não respondeu,False
177,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,não sabe/ não respondeu,False
178,P2_1,aumentar os impostos de grandes fortunas (ou dos mais ricos),incentivar a geração de empregos,False
178,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros","ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
179,P2_1,reduzir as desigualdades sociais,aumentar os impostos de grandes fortunas (ou dos mais ricos),False
179,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros","ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
180,P2_1,defender a igualdade entre homens e mulheres,"combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",False
180,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros",responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,False
181,P2_1,aumentar os impostos de grandes fortunas (ou dos mais ricos),melhorar a qualidade da saúde,False
181,P3_1,responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",False
182,P2_1,incentivar a geração de empregos,melhorar a qualidade da saúde,False
182,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (empresas de tecnologia como facebook, youtube, whatsapp, twitter/x, etc.)",responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,False
183,P2_1,aumentar os impostos de grandes fortunas (ou dos mais ricos),preservar os valores ligados à família,False
183,P3_1,nenhuma resposta (8),responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
184,P2_1,incentivar a geração de empregos,"combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",False
184,P3_1,responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",False
185,P2_1,incentivar a geração de empregos,melhorar a qualidade da saúde,False
185,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros","ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",False
186,P2_1,melhorar a qualidade da saúde,melhorar a qualidade da educação,False
186,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros","responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",False
187,P2_1,reduzir as desigualdades sociais,reduzir a violência,False
187,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,"ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
188,P2_1,reduzir as desigualdades sociais,melhorar a qualidade da educação,False
188,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros","responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",False
189,P2_1,melhorar a qualidade da educação,"combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",False
189,P3_1,responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,True
190,P2_1,incentivar a geração de empregos,preservar os valores ligados à família,False
190,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (empresas de tecnologia como facebook, youtube, whatsapp, twitter/x, etc.)",responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
191,P2_1,reduzir as desigualdades sociais,"combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",False
191,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros",responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,False
192,P2_1,combater as mudanças climáticas/desmatamento,preservar os valores ligados à família,False
192,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros","ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
193,P2_1,melhorar a qualidade da saúde,reduzir as desigualdades sociais,False
193,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros",responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
194,P2_1,incentivar a geração de empregos,reduzir as desigualdades sociais,False
194,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros",responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
195,P2_1,incentivar a geração de empregos,reduzir as desigualdades sociais,False
195,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros",responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
196,P2_1,melhorar a qualidade da educação,reduzir a violência,False
196,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (empresas de tecnologia como facebook, youtube, whatsapp, twitter/x, etc.)",responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,False
197,P2_1,reduzir as desigualdades sociais,melhorar a qualidade da educação,False
197,P3_1,responsabilizar e punir as empresas de tecnologia e de comunicação que não removerem postagens com notícias ou conteúdos falsos,responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,False
198,P2_1,melhorar a qualidade da educação,"combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",False
198,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros","ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",False
199,P2_1,incentivar a geração de empregos,incentivar a geração de empregos,True
199,P3_1,"ampliar a regulamentação, as regras a serem cumpridas pelos usuários que divulgam ou compartilham fake news, criadas por eles próprios ou por terceiros","ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (facebook, youtube, whatsapp, etc.)",False
200,P2_1,preservar os valores ligados à família,incentivar a geração de empregos,False
